hour,events
2002-11-29T02,26
2002-11-29T03,115
2002-11-29T04,223
2002-11-29T05,11
2002-11-29T06,82
2002-11-29T07,191
2002-11-29T08,4
2002-11-29T09,65
2002-11-29T10,18
2002-11-29T11,29
2002-11-29T12,25
2002-11-29T13,46
2002-11-29T14,14
2002-11-29T15,19
2002-11-29T16,132
2002-11-29T17,41
2002-11-29T18,47
2002-11-29T19,106
2002-11-29T20,26
2002-11-29T21,89
2002-11-29T22,246
2002-11-29T23,293
2002-11-30T00,29
2002-11-30T01,48
2002-11-30T02,79
2002-11-30T03,128
2002-11-30T04,88
2002-11-30T05,54
2002-11-30T06,233
2002-11-30T07,313
2002-11-30T08,27
2002-11-30T09,4
2002-11-30T10,15
2002-11-30T11,17
2002-11-30T12,26
2002-11-30T13,15
2002-11-30T14,17
2002-11-30T15,10
2002-11-30T16,179
2002-11-30T17,255
2002-11-30T18,118
2002-11-30T19,249
2002-11-30T20,150
2002-11-30T21,13
2002-11-30T22,171
2002-11-30T23,238
2002-12-01T00,19
2002-12-01T01,7
2002-12-01T02,14
2002-12-01T03,62
2002-12-01T04,126
2002-12-01T05,109
2002-12-01T06,35
2002-12-01T07,10
2002-12-01T08,11
2002-12-01T09,5
2002-12-01T10,3
2002-12-01T11,34
2002-12-01T12,201
2002-12-01T13,144
2002-12-01T14,10
2002-12-01T15,25
2002-12-01T16,266
2002-12-01T17,50
2002-12-01T18,40
2002-12-01T19,29
2002-12-01T20,39
2002-12-01T21,34
2002-12-01T22,104
2002-12-01T23,32
2002-12-02T00,154
2002-12-02T01,142
2002-12-02T02,122
2002-12-02T03,452
2002-12-02T04,300
2002-12-02T05,62
2002-12-02T06,55
2002-12-02T07,10
2002-12-02T08,102
2002-12-02T09,20
2002-12-02T10,4
2002-12-02T11,3
2002-12-02T12,13
2002-12-02T13,10
2002-12-02T14,30
2002-12-02T15,28
2002-12-02T16,50
2002-12-02T17,44
2002-12-02T18,27
2002-12-02T19,79
2002-12-02T20,145
2002-12-02T21,137
2002-12-02T22,148
2002-12-02T23,20
2002-12-03T00,36
2002-12-03T01,287
2002-12-03T02,72
2002-12-03T03,117
2002-12-03T04,18
2002-12-03T05,11
2002-12-03T06,100
2002-12-03T07,3
2002-12-03T08,20
2002-12-03T10,5
2002-12-03T12,19
2002-12-03T13,77
2002-12-03T14,17
2002-12-03T15,34
2002-12-03T16,49
2002-12-03T17,634
2002-12-03T18,243
2002-12-03T19,104
2002-12-03T20,191
2002-12-03T21,72
2002-12-03T22,41
2002-12-04T00,10
2002-12-04T01,72
2002-12-04T02,118
2002-12-04T03,58
2002-12-04T04,42
2002-12-04T05,70
2002-12-04T06,5
2002-12-04T07,1
2002-12-04T08,3
2002-12-04T09,15
2002-12-04T10,100
2002-12-04T11,1
2002-12-04T12,82
2002-12-04T13,21
2002-12-04T14,7
2002-12-04T15,11
2002-12-04T16,46
2002-12-04T17,201
2002-12-04T18,20
2002-12-04T19,34
2002-12-04T20,21
2002-12-04T21,21
2002-12-04T22,69
2002-12-04T23,133
2002-12-05T00,86
2002-12-05T01,41
2002-12-05T02,57
2002-12-05T03,258
2002-12-05T04,171
2002-12-05T05,138
2002-12-05T06,123
2002-12-05T07,4
2002-12-05T08,40
2002-12-05T09,27
2002-12-05T11,39
2002-12-05T12,5
2002-12-05T13,4
2002-12-05T14,6
2002-12-05T15,97
2002-12-05T16,343
2002-12-05T17,122
2002-12-05T18,127
2002-12-05T19,62
2002-12-05T20,20
2002-12-05T21,24
2002-12-05T22,33
2002-12-05T23,225
2002-12-06T00,67
2002-12-06T01,85
2002-12-06T02,8
2002-12-06T03,18
2002-12-06T04,84
2002-12-06T05,126
2002-12-06T06,49
2002-12-06T07,118
2002-12-06T08,116
2002-12-06T09,136
2002-12-06T11,1
2002-12-06T12,12
2002-12-06T13,43
2002-12-06T14,188
2002-12-06T15,116
2002-12-06T16,206
2002-12-06T17,124
2002-12-06T18,48
2002-12-06T19,258
2002-12-06T20,131
2002-12-06T21,124
2002-12-06T22,351
2002-12-06T23,30
2002-12-07T00,29
2002-12-07T01,15
2002-12-07T02,56
2002-12-07T03,38
2002-12-07T04,150
2002-12-07T05,158
2002-12-07T06,53
2002-12-07T07,224
2002-12-07T08,206
2002-12-07T09,4
2002-12-07T10,2
2002-12-07T11,119
2002-12-07T12,33
2002-12-07T13,63
2002-12-07T14,62
2002-12-07T15,180
2002-12-07T16,31
2002-12-07T17,33
2002-12-07T18,37
2002-12-07T19,122
2002-12-07T20,270
2002-12-07T21,74
2002-12-07T22,140
2002-12-07T23,17
2002-12-08T00,27
2002-12-08T01,5
2002-12-08T02,18
2002-12-08T03,51
2002-12-08T04,22
2002-12-08T05,268
2002-12-08T06,32
2002-12-08T07,28
2002-12-08T08,21
2002-12-08T09,19
2002-12-08T10,71
2002-12-08T11,177
2002-12-08T12,83
2002-12-08T13,550
2002-12-08T14,426
2002-12-08T15,620
2002-12-08T16,1016
2002-12-08T17,1028
2002-12-08T18,770
2002-12-08T19,1088
2002-12-08T20,905
2002-12-08T21,833
2002-12-08T22,972
2002-12-08T23,632
2002-12-09T00,615
2002-12-09T01,751
2002-12-09T02,558
2002-12-09T03,1247
2002-12-09T04,397
2002-12-09T05,51
2002-12-09T06,70
2002-12-09T07,31
2002-12-09T08,103
2002-12-09T09,17
2002-12-09T10,11
2002-12-09T11,24
2002-12-09T12,146
2002-12-09T13,288
2002-12-09T14,368
2002-12-09T15,305
2002-12-09T16,190
2002-12-09T17,113
2002-12-09T18,373
2002-12-09T19,252
2002-12-09T20,536
2002-12-09T21,479
2002-12-09T22,797
2002-12-09T23,500
2002-12-10T00,78
2002-12-10T01,101
2002-12-10T02,268
2002-12-10T03,541
2002-12-10T04,140
2002-12-10T05,68
2002-12-10T06,107
2002-12-10T07,197
2002-12-10T08,3
2002-12-10T09,119
2002-12-10T10,16
2002-12-10T11,11
2002-12-10T12,1
2002-12-10T13,25
2002-12-10T14,193
2002-12-10T15,132
2002-12-10T16,244
2002-12-10T17,172
2002-12-10T18,148
2002-12-10T19,337
2002-12-10T20,120
2002-12-10T21,23
2002-12-10T22,34
2002-12-10T23,19
2002-12-11T00,218
2002-12-11T01,190
2002-12-11T02,363
2002-12-11T03,150
2002-12-11T04,132
2002-12-11T05,444
2002-12-11T06,39
2002-12-11T07,15
2002-12-11T08,2
2002-12-11T09,110
2002-12-11T10,269
2002-12-11T11,24
2002-12-11T12,219
2002-12-11T13,168
2002-12-11T14,131
2002-12-11T15,68
2002-12-11T16,405
2002-12-11T17,290
2002-12-11T18,206
2002-12-11T19,36
2002-12-11T20,201
2002-12-11T21,47
2002-12-11T22,167
2002-12-11T23,6
2002-12-12T00,82
2002-12-12T01,142
2002-12-12T02,118
2002-12-12T03,79
2002-12-12T04,366
2002-12-12T05,152
2002-12-12T06,50
2002-12-12T07,12
2002-12-12T08,5
2002-12-12T09,4
2002-12-12T11,38
2002-12-12T12,27
2002-12-12T13,46
2002-12-12T14,92
2002-12-12T15,177
2002-12-12T16,95
2002-12-12T17,183
2002-12-12T18,208
2002-12-12T19,229
2002-12-12T20,118
2002-12-12T21,55
2002-12-12T22,131
2002-12-12T23,65
2002-12-13T00,79
2002-12-13T01,20
2002-12-13T02,67
2002-12-13T03,30
2002-12-13T04,578
2002-12-13T05,252
2002-12-13T06,47
2002-12-13T07,5
2002-12-13T08,2
2002-12-13T09,2
2002-12-13T12,25
2002-12-13T13,52
2002-12-13T14,29
2002-12-13T15,164
2002-12-13T16,269
2002-12-13T17,375
2002-12-13T18,208
2002-12-13T19,66
2002-12-13T20,182
2002-12-13T21,168
2002-12-13T22,91
2002-12-13T23,62
2002-12-14T00,41
2002-12-14T01,352
2002-12-14T02,229
2002-12-14T03,562
2002-12-14T04,126
2002-12-14T05,38
2002-12-14T06,123
2002-12-14T07,88
2002-12-14T08,84
2002-12-14T09,25
2002-12-14T11,3
2002-12-14T12,4
2002-12-14T13,17
2002-12-14T14,5
2002-12-14T15,6
2002-12-14T16,110
2002-12-14T17,65
2002-12-14T18,17
2002-12-14T19,95
2002-12-14T20,255
2002-12-14T21,180
2002-12-14T22,322
2002-12-14T23,323
2002-12-15T00,51
2002-12-15T01,214
2002-12-15T02,98
2002-12-15T03,18
2002-12-15T04,31
2002-12-15T05,79
2002-12-15T06,15
2002-12-15T07,265
2002-12-15T08,100
2002-12-15T09,26
2002-12-15T10,16
2002-12-15T11,4
2002-12-15T12,1
2002-12-15T13,8
2002-12-15T14,2
2002-12-15T15,4
2002-12-15T16,164
2002-12-15T17,23
2002-12-15T18,28
2002-12-15T19,41
2002-12-15T20,129
2002-12-15T21,59
2002-12-15T22,304
2002-12-15T23,93
2002-12-16T00,152
2002-12-16T01,346
2002-12-16T02,401
2002-12-16T03,179
2002-12-16T04,35
2002-12-16T05,2
2002-12-16T06,451
2002-12-16T07,375
2002-12-16T08,46
2002-12-16T09,121
2002-12-16T10,6
2002-12-16T11,1
2002-12-16T12,23
2002-12-16T13,177
2002-12-16T14,112
2002-12-16T15,91
2002-12-16T16,77
2002-12-16T17,364
2002-12-16T18,73
2002-12-16T19,272
2002-12-16T20,192
2002-12-16T21,53
2002-12-16T22,29
2002-12-16T23,82
2002-12-17T00,423
2002-12-17T01,179
2002-12-17T02,234
2002-12-17T03,48
2002-12-17T04,25
2002-12-17T05,30
2002-12-17T06,48
2002-12-17T07,29
2002-12-17T08,46
2002-12-17T09,51
2002-12-17T11,2
2002-12-17T12,2
2002-12-17T13,10
2002-12-17T14,7
2002-12-17T15,11
2002-12-17T16,9
2002-12-17T17,62
2002-12-17T18,8
2002-12-17T19,16
2002-12-17T20,116
2002-12-17T21,5
2002-12-17T22,12
2002-12-17T23,15
2002-12-18T00,54
2002-12-18T01,348
2002-12-18T02,274
2002-12-18T03,135
2002-12-18T04,106
2002-12-18T05,14
2002-12-18T06,3
2002-12-18T07,61
2002-12-18T08,24
2002-12-18T09,5
2002-12-18T10,26
2002-12-18T11,16
2002-12-18T12,22
2002-12-18T13,2
2002-12-18T14,16
2002-12-18T15,107
2002-12-18T16,25
2002-12-18T17,21
2002-12-18T18,360
2002-12-18T19,174
2002-12-18T20,216
2002-12-18T21,234
2002-12-18T22,196
2002-12-18T23,9
2002-12-19T00,15
2002-12-19T01,7
2002-12-19T02,85
2002-12-19T03,371
2002-12-19T04,146
2002-12-19T05,71
2002-12-19T06,9
2002-12-19T07,6
2002-12-19T08,28
2002-12-19T09,1
2002-12-19T11,13
2002-12-19T12,5
2002-12-19T13,127
2002-12-19T14,23
2002-12-19T15,112
2002-12-19T16,339
2002-12-19T17,49
2002-12-19T18,12
2002-12-19T19,70
2002-12-19T20,68
2002-12-19T21,52
2002-12-19T22,132
2002-12-19T23,204
2002-12-20T00,475
2002-12-20T01,122
2002-12-20T02,34
2002-12-20T03,34
2002-12-20T04,17
2002-12-20T05,17
2002-12-20T06,2
2002-12-20T07,3
2002-12-20T08,3
2002-12-20T09,5
2002-12-20T10,4
2002-12-20T11,4
2002-12-20T12,5
2002-12-20T13,53
2002-12-20T14,148
2002-12-20T15,23
2002-12-20T16,158
2002-12-20T17,252
2002-12-20T18,742
2002-12-20T19,391
2002-12-20T20,320
2002-12-20T21,34
2002-12-20T22,22
2002-12-20T23,21
2002-12-21T00,51
2002-12-21T01,12
2002-12-21T02,56
2002-12-21T03,96
2002-12-21T04,207
2002-12-21T05,285
2002-12-21T06,4
2002-12-21T07,1
2002-12-21T08,1
2002-12-21T09,1
2002-12-21T10,10
2002-12-21T11,5
2002-12-21T12,3
2002-12-21T13,4
2002-12-21T14,66
2002-12-21T15,1
2002-12-21T16,29
2002-12-21T17,85
2002-12-21T18,62
2002-12-21T19,45
2002-12-21T20,18
2002-12-21T21,181
2002-12-21T22,94
2002-12-21T23,55
2002-12-22T00,55
2002-12-22T01,51
2002-12-22T02,47
2002-12-22T03,19
2002-12-22T04,19
2002-12-22T05,45
2002-12-22T06,179
2002-12-22T07,311
2002-12-22T08,74
2002-12-22T09,29
2002-12-22T10,2
2002-12-22T11,80
2002-12-22T12,29
2002-12-22T13,179
2002-12-22T14,186
2002-12-22T15,34
2002-12-22T16,162
2002-12-22T17,114
2002-12-22T18,31
2002-12-22T19,100
2002-12-22T20,71
2002-12-22T21,23
2002-12-22T22,16
2002-12-22T23,82
2002-12-23T00,62
2002-12-23T01,12
2002-12-23T02,23
2002-12-23T03,46
2002-12-23T04,10
2002-12-23T05,16
2002-12-23T06,5
2002-12-23T07,39
2002-12-23T08,10
2002-12-23T09,37
2002-12-23T10,3
2002-12-23T11,66
2002-12-23T12,50
2002-12-23T13,32
2002-12-23T14,7
2002-12-23T15,63
2002-12-23T16,59
2002-12-23T17,16
2002-12-23T18,16
2002-12-23T19,13
2002-12-23T20,42
2002-12-23T21,111
2002-12-23T22,39
2002-12-23T23,155
2002-12-24T00,381
2002-12-24T01,140
2002-12-24T02,184
2002-12-24T03,127
2002-12-24T04,41
2002-12-24T05,3
2002-12-24T06,11
2002-12-24T07,11
2002-12-24T08,85
2002-12-24T09,23
2002-12-24T10,39
2002-12-24T11,12
2002-12-24T12,48
2002-12-24T13,26
2002-12-24T14,31
2002-12-24T15,202
2002-12-24T16,306
2002-12-24T17,201
2002-12-24T18,28
2002-12-24T19,3
2002-12-24T20,63
2002-12-24T21,109
2002-12-24T22,126
2002-12-24T23,125
2002-12-25T00,15
2002-12-25T01,43
2002-12-25T02,19
2002-12-25T03,74
2002-12-25T04,176
2002-12-25T05,212
2002-12-25T06,3
2002-12-25T07,3
2002-12-25T08,18
2002-12-25T09,35
2002-12-25T10,7
2002-12-25T11,13
2002-12-25T13,37
2002-12-25T14,6
2002-12-25T15,8
2002-12-25T16,6
2002-12-25T17,156
2002-12-25T18,112
2002-12-25T19,20
2002-12-25T20,26
2002-12-25T21,27
2002-12-25T22,11
2002-12-25T23,73
2002-12-26T00,55
2002-12-26T01,82
2002-12-26T02,123
2002-12-26T03,145
2002-12-26T04,123
2002-12-26T05,87
2002-12-26T06,33
2002-12-26T07,1
2002-12-26T08,1
2002-12-26T11,2
2002-12-26T12,36
2002-12-26T13,35
2002-12-26T14,24
2002-12-26T15,20
2002-12-26T16,117
2002-12-26T17,73
2002-12-26T18,64
2002-12-26T19,52
2002-12-26T20,226
2002-12-26T21,223
2002-12-26T22,36
2002-12-26T23,107
2002-12-27T00,46
2002-12-27T01,58
2002-12-27T02,28
2002-12-27T03,26
2002-12-27T04,161
2002-12-27T05,45
2002-12-27T06,159
2002-12-27T07,78
2002-12-27T08,35
2002-12-27T09,4
2002-12-27T10,17
2002-12-27T11,14
2002-12-27T12,20
2002-12-27T13,4
2002-12-27T14,8
2002-12-27T15,37
2002-12-27T16,42
2002-12-27T17,10
2002-12-27T18,85
2002-12-27T19,192
2002-12-27T20,166
2002-12-27T21,81
2002-12-27T22,401
2002-12-27T23,275
2002-12-28T00,169
2002-12-28T01,81
2002-12-28T02,58
2002-12-28T03,13
2002-12-28T04,18
2002-12-28T05,21
2002-12-28T06,176
2002-12-28T07,35
2002-12-28T08,118
2002-12-28T09,70
2002-12-28T10,15
2002-12-28T11,15
2002-12-28T13,147
2002-12-28T14,48
2002-12-28T15,34
2002-12-28T16,4
2002-12-28T17,29
2002-12-28T18,177
2002-12-28T19,383
2002-12-28T20,149
2002-12-28T21,24
2002-12-28T22,403
2002-12-28T23,158
2002-12-29T00,49
2002-12-29T01,28
2002-12-29T02,57
2002-12-29T03,285
2002-12-29T04,59
2002-12-29T05,73
2002-12-29T06,46
2002-12-29T07,37
2002-12-29T08,47
2002-12-29T09,5
2002-12-29T10,5
2002-12-29T11,29
2002-12-29T12,18
2002-12-29T13,11
2002-12-29T14,12
2002-12-29T15,153
2002-12-29T16,189
2002-12-29T17,140
2002-12-29T18,139
2002-12-29T19,103
2002-12-29T20,162
2002-12-29T21,314
2002-12-29T22,235
2002-12-29T23,76
2002-12-30T00,11
2002-12-30T01,188
2002-12-30T02,87
2002-12-30T03,87
2002-12-30T04,48
2002-12-30T05,38
2002-12-30T06,48
2002-12-30T07,77
2002-12-30T08,84
2002-12-30T09,2
2002-12-30T10,61
2002-12-30T11,1
2002-12-30T12,10
2002-12-30T13,21
2002-12-30T14,18
2002-12-30T15,22
2002-12-30T16,53
2002-12-30T17,13
2002-12-30T18,230
2002-12-30T19,255
2002-12-30T20,59
2002-12-30T21,139
2002-12-30T22,77
2002-12-30T23,341
2002-12-31T00,230
2002-12-31T01,115
2002-12-31T02,40
2002-12-31T03,120
2002-12-31T04,142
2002-12-31T05,68
2002-12-31T06,35
2002-12-31T07,19
2002-12-31T08,28
2002-12-31T10,21
2002-12-31T11,16
2002-12-31T12,2
2002-12-31T13,14
2002-12-31T14,40
2002-12-31T15,14
2002-12-31T16,55
2002-12-31T17,116
2002-12-31T18,148
2002-12-31T19,87
2002-12-31T20,145
2002-12-31T21,87
2002-12-31T22,248
2002-12-31T23,303
2003-01-01T00,361
2003-01-01T01,363
2003-01-01T02,189
2003-01-01T03,8
2003-01-01T04,59
2003-01-01T05,5
2003-01-01T06,69
2003-01-01T07,30
2003-01-01T08,4
2003-01-01T09,4
2003-01-01T10,8
2003-01-01T11,2
2003-01-01T12,65
2003-01-01T13,216
2003-01-01T14,160
2003-01-01T15,103
2003-01-01T16,163
2003-01-01T17,74
2003-01-01T18,38
2003-01-01T19,143
2003-01-01T20,126
2003-01-01T21,71
2003-01-01T22,84
2003-01-01T23,173
2003-01-02T00,111
2003-01-02T01,97
2003-01-02T02,189
2003-01-02T03,199
2003-01-02T04,252
2003-01-02T05,191
2003-01-02T06,11
2003-01-02T07,9
2003-01-02T08,4
2003-01-02T09,53
2003-01-02T10,77
2003-01-02T11,55
2003-01-02T12,34
2003-01-02T13,56
2003-01-02T14,147
2003-01-02T15,109
2003-01-02T16,96
2003-01-02T17,242
2003-01-02T18,92
2003-01-02T19,76
2003-01-02T20,48
2003-01-02T21,105
2003-01-02T22,127
2003-01-02T23,254
2003-01-03T00,349
2003-01-03T01,144
2003-01-03T02,144
2003-01-03T03,28
2003-01-03T04,99
2003-01-03T05,192
2003-01-03T06,70
2003-01-03T07,12
2003-01-03T08,68
2003-01-03T09,46
2003-01-03T10,11
2003-01-03T11,44
2003-01-03T12,5
2003-01-03T13,55
2003-01-03T14,83
2003-01-03T15,40
2003-01-03T16,150
2003-01-03T17,183
2003-01-03T18,71
2003-01-03T19,111
2003-01-03T20,50
2003-01-03T21,211
2003-01-03T22,166
2003-01-03T23,70
2003-01-04T00,126
2003-01-04T01,17
2003-01-04T02,144
2003-01-04T03,79
2003-01-04T04,82
2003-01-04T05,31
2003-01-04T06,29
2003-01-04T07,164
2003-01-04T08,228
2003-01-04T09,9
2003-01-04T10,1
2003-01-04T11,45
2003-01-04T12,45
2003-01-04T13,3
2003-01-04T14,10
2003-01-04T15,34
2003-01-04T16,13
2003-01-04T17,29
2003-01-04T18,54
2003-01-04T19,83
2003-01-04T20,30
2003-01-04T21,22
2003-01-04T22,137
2003-01-04T23,92
2003-01-05T00,85
2003-01-05T01,38
2003-01-05T02,26
2003-01-05T03,60
2003-01-05T04,54
2003-01-05T05,78
2003-01-05T06,52
2003-01-05T07,8
2003-01-05T08,5
2003-01-05T09,7
2003-01-05T10,6
2003-01-05T11,4
2003-01-05T12,5
2003-01-05T13,26
2003-01-05T14,7
2003-01-05T15,23
2003-01-05T16,92
2003-01-05T17,64
2003-01-05T18,77
2003-01-05T19,122
2003-01-05T20,134
2003-01-05T21,334
2003-01-05T22,52
2003-01-05T23,363
2003-01-06T00,215
2003-01-06T01,212
2003-01-06T02,106
2003-01-06T03,89
2003-01-06T04,144
2003-01-06T05,432
2003-01-06T06,76
2003-01-06T07,123
2003-01-06T08,51
2003-01-06T09,10
2003-01-06T10,79
2003-01-06T11,219
2003-01-06T12,78
2003-01-06T13,64
2003-01-06T14,132
2003-01-06T15,45
2003-01-06T16,26
2003-01-06T17,64
2003-01-06T18,203
2003-01-06T19,151
2003-01-06T20,230
2003-01-06T21,130
2003-01-06T22,198
2003-01-06T23,471
2003-01-07T00,134
2003-01-07T01,89
2003-01-07T02,70
2003-01-07T03,30
2003-01-07T04,12
2003-01-07T05,4
2003-01-07T06,50
2003-01-07T07,128
2003-01-07T08,99
2003-01-07T09,2
2003-01-07T10,6
2003-01-07T11,4
2003-01-07T12,18
2003-01-07T13,2
2003-01-07T14,86
2003-01-07T15,195
2003-01-07T16,79
2003-01-07T17,350
2003-01-07T18,418
2003-01-07T19,231
2003-01-07T20,81
2003-01-07T21,118
2003-01-07T22,237
2003-01-07T23,210
2003-01-08T00,32
2003-01-08T01,88
2003-01-08T02,15
2003-01-08T03,112
2003-01-08T04,23
2003-01-08T05,11
2003-01-08T06,3
2003-01-08T07,3
2003-01-08T08,54
2003-01-08T09,46
2003-01-08T10,43
2003-01-08T11,8
2003-01-08T12,11
2003-01-08T13,11
2003-01-08T14,18
2003-01-08T15,26
2003-01-08T16,72
2003-01-08T17,73
2003-01-08T18,317
2003-01-08T19,303
2003-01-08T20,165
2003-01-08T21,165
2003-01-08T22,88
2003-01-08T23,98
2003-01-09T00,14
2003-01-09T01,34
2003-01-09T02,3
2003-01-09T03,28
2003-01-09T04,14
2003-01-09T05,12
2003-01-09T06,53
2003-01-09T07,4
2003-01-09T08,32
2003-01-09T09,29
2003-01-09T10,1
2003-01-09T11,2
2003-01-09T12,122
2003-01-09T13,66
2003-01-09T14,9
2003-01-09T15,20
2003-01-09T16,30
2003-01-09T17,118
2003-01-09T18,146
2003-01-09T19,210
2003-01-09T20,261
2003-01-09T21,238
2003-01-09T22,135
2003-01-09T23,138
2003-01-10T00,44
2003-01-10T01,248
2003-01-10T02,37
2003-01-10T03,42
2003-01-10T04,14
2003-01-10T05,21
2003-01-10T06,3
2003-01-10T07,5
2003-01-10T09,1
2003-01-10T10,11
2003-01-10T11,39
2003-01-10T12,2
2003-01-10T13,62
2003-01-10T14,401
2003-01-10T15,117
2003-01-10T16,30
2003-01-10T17,137
2003-01-10T18,125
2003-01-10T19,167
2003-01-10T20,128
2003-01-10T21,121
2003-01-10T22,69
2003-01-10T23,263
2003-01-11T00,253
2003-01-11T01,256
2003-01-11T02,217
2003-01-11T03,480
2003-01-11T04,510
2003-01-11T05,594
2003-01-11T06,501
2003-01-11T07,107
2003-01-11T08,23
2003-01-11T09,28
2003-01-11T10,14
2003-01-11T11,36
2003-01-11T12,4
2003-01-11T13,11
2003-01-11T14,143
2003-01-11T15,152
2003-01-11T16,53
2003-01-11T17,299
2003-01-11T18,89
2003-01-11T19,33
2003-01-11T20,136
2003-01-11T21,153
2003-01-11T22,134
2003-01-11T23,150
2003-01-12T00,566
2003-01-12T01,675
2003-01-12T02,276
2003-01-12T03,90
2003-01-12T04,247
2003-01-12T05,266
2003-01-12T06,152
2003-01-12T07,52
2003-01-12T08,8
2003-01-12T09,25
2003-01-12T10,116
2003-01-12T11,151
2003-01-12T12,7
2003-01-12T13,12
2003-01-12T14,330
2003-01-12T15,91
2003-01-12T16,171
2003-01-12T17,515
2003-01-12T18,314
2003-01-12T19,127
2003-01-12T20,228
2003-01-12T21,162
2003-01-12T22,135
2003-01-12T23,261
2003-01-13T00,511
2003-01-13T01,191
2003-01-13T02,276
2003-01-13T03,276
2003-01-13T04,247
2003-01-13T05,151
2003-01-13T06,47
2003-01-13T07,29
2003-01-13T08,29
2003-01-13T09,3
2003-01-13T11,79
2003-01-13T12,21
2003-01-13T13,100
2003-01-13T14,51
2003-01-13T15,111
2003-01-13T16,80
2003-01-13T17,135
2003-01-13T18,247
2003-01-13T19,158
2003-01-13T20,327
2003-01-13T21,395
2003-01-13T22,44
2003-01-13T23,213
2003-01-14T00,380
2003-01-14T01,444
2003-01-14T02,202
2003-01-14T03,420
2003-01-14T04,370
2003-01-14T05,214
2003-01-14T06,337
2003-01-14T07,195
2003-01-14T08,24
2003-01-14T10,38
2003-01-14T11,6
2003-01-14T12,266
2003-01-14T13,141
2003-01-14T14,15
2003-01-14T15,110
2003-01-14T16,101
2003-01-14T17,488
2003-01-14T18,608
2003-01-14T19,560
2003-01-14T20,239
2003-01-14T21,149
2003-01-14T22,130
2003-01-14T23,207
2003-01-15T00,187
2003-01-15T01,230
2003-01-15T02,233
2003-01-15T03,311
2003-01-15T04,239
2003-01-15T05,514
2003-01-15T06,310
2003-01-15T07,181
2003-01-15T08,35
2003-01-15T09,23
2003-01-15T10,73
2003-01-15T11,72
2003-01-15T12,43
2003-01-15T13,121
2003-01-15T14,200
2003-01-15T15,228
2003-01-15T16,191
2003-01-15T17,254
2003-01-15T18,340
2003-01-15T19,353
2003-01-15T20,705
2003-01-15T21,236
2003-01-15T22,315
2003-01-15T23,246
2003-01-16T00,783
2003-01-16T01,332
2003-01-16T02,363
2003-01-16T03,107
2003-01-16T04,297
2003-01-16T05,23
2003-01-16T06,1
2003-01-16T07,16
2003-01-16T08,94
2003-01-16T09,137
2003-01-16T10,85
2003-01-16T11,90
2003-01-16T12,715
2003-01-16T13,108
2003-01-16T14,83
2003-01-16T15,230
2003-01-16T16,221
2003-01-16T17,189
2003-01-16T18,187
2003-01-16T19,192
2003-01-16T20,93
2003-01-16T21,474
2003-01-16T22,286
2003-01-16T23,411
2003-01-17T00,344
2003-01-17T01,357
2003-01-17T02,263
2003-01-17T03,130
2003-01-17T04,66
2003-01-17T05,21
2003-01-17T06,17
2003-01-17T07,207
2003-01-17T08,96
2003-01-17T09,195
2003-01-17T10,17
2003-01-17T11,48
2003-01-17T12,105
2003-01-17T13,15
2003-01-17T14,77
2003-01-17T15,68
2003-01-17T16,143
2003-01-17T17,31
2003-01-17T18,537
2003-01-17T19,624
2003-01-17T20,244
2003-01-17T21,193
2003-01-17T22,139
2003-01-17T23,201
2003-01-18T00,195
2003-01-18T01,514
2003-01-18T02,254
2003-01-18T03,237
2003-01-18T04,457
2003-01-18T05,181
2003-01-18T06,154
2003-01-18T07,375
2003-01-18T08,51
2003-01-18T09,8
2003-01-18T10,42
2003-01-18T11,133
2003-01-18T12,88
2003-01-18T13,271
2003-01-18T14,165
2003-01-18T15,311
2003-01-18T16,294
2003-01-18T17,127
2003-01-18T18,132
2003-01-18T19,163
2003-01-18T20,208
2003-01-18T21,84
2003-01-18T22,420
2003-01-18T23,133
2003-01-19T00,51
2003-01-19T01,126
2003-01-19T02,109
2003-01-19T03,192
2003-01-19T04,172
2003-01-19T05,294
2003-01-19T06,92
2003-01-19T07,51
2003-01-19T08,111
2003-01-19T09,93
2003-01-19T10,49
2003-01-19T11,53
2003-01-19T12,127
2003-01-19T13,81
2003-01-19T14,70
2003-01-19T15,341
2003-01-19T16,391
2003-01-19T17,458
2003-01-19T18,407
2003-01-19T19,402
2003-01-19T20,279
2003-01-19T21,89
2003-01-19T22,167
2003-01-19T23,496
2003-01-20T00,637
2003-01-20T01,309
2003-01-20T02,332
2003-01-20T03,174
2003-01-20T04,212
2003-01-20T05,93
2003-01-20T06,177
2003-01-20T07,137
2003-01-20T08,4
2003-01-20T09,4
2003-01-20T10,2
2003-01-20T11,4
2003-01-20T12,32
2003-01-20T13,108
2003-01-20T14,12
2003-01-20T15,22
2003-01-20T16,228
2003-01-20T17,133
2003-01-20T18,155
2003-01-20T19,93
2003-01-20T20,127
2003-01-20T21,137
2003-01-20T22,160
2003-01-20T23,299
2003-01-21T00,111
2003-01-21T01,191
2003-01-21T02,325
2003-01-21T03,481
2003-01-21T04,248
2003-01-21T05,236
2003-01-21T06,244
2003-01-21T07,82
2003-01-21T08,79
2003-01-21T09,28
2003-01-21T10,336
2003-01-21T11,136
2003-01-21T12,136
2003-01-21T13,59
2003-01-21T14,428
2003-01-21T15,250
2003-01-21T16,203
2003-01-21T17,50
2003-01-21T18,262
2003-01-21T19,590
